                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    213,                0.72476,                 1.2147,                0.50021,                0.94802,                0.94947,                 0.7561,                0.84946,                0.68299,                0.57052,                0.48605,                0.47478,                 0.3414,                0.79897,                 1.4083,                 0.4701,                 1.0443,             0.00032888,             0.00032888,             0.00032888
                    214,                0.74387,                 1.1879,                0.48583,                 0.9786,                 0.9151,                0.78888,                0.85091,                0.66938,                0.58258,                0.51066,                0.49434,                0.33866,                 0.8247,                 1.4099,                 0.4781,                 1.0596,             0.00032096,             0.00032096,             0.00032096
                    215,                0.74359,                 1.2251,                0.54263,                0.98167,                0.93736,                0.78049,                 0.8601,                 0.6564,                0.56579,                0.46341,                0.47681,                0.33885,                0.85202,                 1.4212,                0.51134,                  1.084,             0.00031304,             0.00031304,             0.00031304
                    216,                 0.7317,                 1.1825,                0.51102,                0.99044,                0.91211,                0.78049,                0.85066,                0.65902,                0.67251,                0.41463,                0.47117,                0.35185,                 0.8256,                 1.3833,                0.50865,                 1.0726,             0.00030512,             0.00030512,             0.00030512
                    217,                0.75984,                 1.2217,                0.51865,                  1.002,                0.91616,                0.79966,                0.84376,                 0.6688,                0.61031,                0.53482,                0.52961,                 0.3487,                 0.8349,                  1.383,                0.47598,                 1.0669,              0.0002972,              0.0002972,              0.0002972
                    218,                0.71534,                  1.194,                0.49887,                0.97187,                0.90693,                0.80488,                0.85603,                0.65797,                0.60552,                0.53659,                0.52383,                0.35554,                0.82148,                 1.3757,                0.45896,                 1.0565,             0.00028928,             0.00028928,             0.00028928
                    219,                 0.7455,                 1.1833,                0.51802,                0.99005,                0.93622,                0.80488,                 0.8635,                0.67499,                0.64535,                0.56098,                0.55967,                0.37801,                0.81618,                 1.4089,                 0.4782,                 1.0522,             0.00028136,             0.00028136,             0.00028136
                    220,                0.76182,                 1.2686,                0.54072,                0.99035,                0.94244,                0.79887,                0.85665,                0.66723,                0.65519,                0.55626,                0.56201,                0.37039,                0.84126,                 1.4237,                0.48535,                 1.0627,             0.00027344,             0.00027344,             0.00027344
                    221,                0.79658,                 1.2437,                0.52528,                 1.0108,                0.94105,                0.77874,                0.85692,                 0.6671,                0.58625,                 0.4878,                0.49926,                0.33863,                0.85191,                 1.3898,                0.48964,                 1.0667,             0.00026552,             0.00026552,             0.00026552
                    222,                0.71017,                 1.2346,                0.49781,                0.95599,                0.93958,                0.78049,                0.85428,                0.66235,                0.56894,                  0.483,                0.47493,                0.33409,                0.82679,                 1.3738,                0.49028,                 1.0573,              0.0002576,              0.0002576,              0.0002576
                    223,                0.72982,                 1.1168,                0.48311,                0.99075,                0.93491,                0.78049,                0.84522,                0.67108,                0.58395,                 0.4878,                0.47429,                0.32739,                0.80985,                 1.4062,                0.48027,                 1.0499,             0.00024968,             0.00024968,             0.00024968
                    224,                0.74209,                 1.1991,                0.51851,                0.98764,                0.93917,                0.78049,                0.84175,                0.66036,                0.60029,                 0.4878,                0.48299,                0.34949,                0.80848,                 1.4656,                0.49124,                 1.0461,             0.00024176,             0.00024176,             0.00024176
                    225,                0.73149,                 1.1734,                0.50365,                0.96472,                0.91558,                0.79373,                0.83633,                0.66611,                0.60218,                 0.4878,                0.48265,                0.36098,                0.82134,                 1.4448,                0.47211,                 1.0555,             0.00023384,             0.00023384,             0.00023384
                    226,                0.72829,                 1.1988,                0.48394,                0.99076,                0.93336,                 0.7561,                0.81688,                0.65662,                  0.602,                 0.4878,                0.49086,                0.34471,                0.82106,                 1.3874,                 0.4683,                 1.0556,             0.00022592,             0.00022592,             0.00022592
                    227,                0.77506,                 1.2597,                0.52017,                 1.0092,                0.93396,                 0.7561,                 0.8177,                 0.6642,                0.60231,                 0.4878,                0.49954,                0.35432,                0.81778,                 1.3785,                0.47656,                 1.0519,               0.000218,               0.000218,               0.000218
                    228,                0.74492,                 1.1968,                0.51208,                 1.0009,                0.93671,                 0.7561,                0.83089,                0.67263,                 0.6025,                 0.4878,                0.49578,                0.34845,                0.81208,                 1.4316,                0.46725,                 1.0515,             0.00021008,             0.00021008,             0.00021008
                    229,                0.78775,                 1.2791,                0.53857,                 1.0211,                0.91449,                0.78259,                0.85082,                0.68558,                0.57111,                 0.5122,                0.49888,                0.35107,                 0.8018,                 1.4559,                0.47108,                 1.0491,             0.00020216,             0.00020216,             0.00020216
                    230,                0.75313,                  1.174,                 0.5077,                0.97069,                0.91654,                0.80358,                0.85121,                0.67715,                 0.6019,                 0.4878,                0.47736,                0.34046,                0.80945,                 1.4303,                0.46927,                 1.0455,             0.00019424,             0.00019424,             0.00019424
                    231,                0.73073,                 1.2158,                0.51244,                 0.9633,                0.87319,                0.83987,                0.85014,                  0.677,                0.63278,                 0.5122,                0.51548,                0.34351,                0.79616,                 1.4131,                0.47109,                 1.0404,             0.00018632,             0.00018632,             0.00018632
                    232,                0.71042,                 1.2018,                0.50626,                0.96803,                0.91823,                0.78049,                0.84363,                0.65591,                0.61539,                0.50745,                0.50083,                0.32617,                0.80975,                 1.4403,                0.47827,                 1.0492,              0.0001784,              0.0001784,              0.0001784
                    233,                0.72771,                 1.1479,                0.51394,                0.96624,                0.93326,                 0.7561,                 0.8179,                0.65613,                0.60487,                0.53659,                0.51427,                0.33906,                 0.8162,                 1.4544,                0.48509,                   1.05,             0.00017048,             0.00017048,             0.00017048
                    234,                0.71893,                 1.2117,                0.49335,                0.96644,                 0.9285,                 0.7561,                0.80896,                0.65968,                0.61084,                0.53659,                0.51206,                0.35003,                0.83395,                 1.4394,                0.49519,                 1.0532,             0.00016256,             0.00016256,             0.00016256
                    235,                0.76444,                 1.2201,                 0.5355,                 1.0006,                0.92844,                 0.7561,                0.81502,                0.66055,                0.60993,                0.53399,                0.51311,                0.34407,                0.82194,                 1.4283,                0.48594,                 1.0523,             0.00015464,             0.00015464,             0.00015464
                    236,                0.69832,                 1.1266,                0.46831,                0.93513,                0.91641,                 0.8022,                0.83691,                0.66255,                0.58314,                 0.5118,                0.48181,                0.33266,                0.82008,                 1.4104,                0.48563,                  1.062,             0.00014672,             0.00014672,             0.00014672
                    237,                0.65599,                 1.0381,                0.47413,                0.95961,                0.91652,                0.80336,                0.84514,                0.67033,                 0.6092,                0.53659,                0.52302,                0.34473,                0.80041,                 1.3823,                 0.4745,                 1.0548,              0.0001388,              0.0001388,              0.0001388
                    238,                0.70595,                 1.2153,                0.49799,                0.96428,                0.93851,                0.80488,                0.85088,                0.67023,                0.61697,                0.53659,                0.52907,                0.34936,                0.80116,                 1.3602,                0.47125,                 1.0454,             0.00013088,             0.00013088,             0.00013088
                    239,                0.67739,                  1.102,                0.47453,                0.96701,                0.95515,                0.73171,                0.83081,                0.67162,                0.60608,                0.53659,                0.52896,                0.34654,                0.80312,                 1.3859,                0.47287,                 1.0459,             0.00012296,             0.00012296,             0.00012296
                    240,                0.69642,                 1.1542,                0.48019,                0.98232,                0.90984,                0.80488,                0.85847,                 0.6765,                 0.6058,                0.53659,                0.52454,                 0.3407,                0.80357,                 1.4027,                0.47553,                 1.0441,             0.00011504,             0.00011504,             0.00011504
                    241,                0.70589,                 1.0995,                0.46556,                0.97909,                0.91624,                0.80055,                0.85261,                0.67567,                0.59794,                0.53659,                   0.52,                0.34492,                 0.7895,                 1.4505,                0.48166,                 1.0458,             0.00010712,             0.00010712,             0.00010712
                    242,                0.68532,                 1.0691,                 0.4649,                0.96503,                0.94115,                0.78019,                0.84848,                0.67573,                 0.6397,                 0.5122,                0.52147,                0.35042,                0.79391,                 1.4596,                0.48197,                 1.0495,               9.92e-05,               9.92e-05,               9.92e-05
                    243,                0.71335,                 1.0558,                0.47565,                0.98664,                0.93829,                0.78049,                0.84846,                0.66955,                0.63299,                 0.5122,                0.52213,                0.34763,                 0.7977,                 1.4337,                0.47739,                 1.0502,              9.128e-05,              9.128e-05,              9.128e-05
                    244,                0.72588,                  1.073,                0.48389,                 0.9889,                0.94241,                0.79832,                0.85009,                0.67037,                0.62569,                0.53016,                0.52798,                  0.348,                0.80385,                 1.4203,                0.47027,                 1.0486,              8.336e-05,              8.336e-05,              8.336e-05
                    245,                0.68063,                 1.0114,                0.46357,                0.97325,                0.94259,                0.80102,                 0.8501,                0.67405,                0.62778,                0.53482,                0.52985,                0.35568,                0.80803,                 1.4112,                0.46653,                 1.0524,              7.544e-05,              7.544e-05,              7.544e-05
                    246,                0.71433,                 1.2084,                0.48076,                0.99136,                0.94232,                0.79708,                0.85041,                0.67694,                0.65505,                 0.5559,                0.55164,                0.36181,                0.80124,                 1.4253,                0.46254,                 1.0501,              6.752e-05,              6.752e-05,              6.752e-05
                    247,                0.65801,                 1.0247,                0.45114,                0.96599,                0.94218,                  0.795,                 0.8532,                0.68238,                0.65491,                0.55557,                0.54925,                0.36229,                0.80048,                 1.4331,                0.45634,                 1.0501,               5.96e-05,               5.96e-05,               5.96e-05
                    248,                 0.6873,                 1.0799,                0.45444,                0.96876,                0.94216,                0.79474,                0.85189,                0.67512,                0.62627,                0.53144,                0.51883,                0.35892,                0.79926,                 1.4302,                 0.4553,                 1.0473,              5.168e-05,              5.168e-05,              5.168e-05
                    249,                0.67547,                 1.0219,                0.44753,                 0.9677,                0.93635,                0.78049,                0.84912,                0.66998,                0.60155,                0.53659,                0.51882,                0.36145,                0.80368,                 1.4278,                  0.462,                 1.0477,              4.376e-05,              4.376e-05,              4.376e-05
                    250,                0.66377,                 1.0276,                0.44456,                0.94577,                0.93535,                0.78049,                0.84785,                0.66491,                0.60018,                 0.5122,                0.51612,                0.35614,                0.80793,                 1.4382,                0.46045,                  1.046,              3.584e-05,              3.584e-05,              3.584e-05
